,Date,Store Number,City,Zip Code,County Number,County,Category,Category Name,Vendor Number,Item Number,Item Description,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
208523,02/11/2015,3417,MARENGO,52301,48.0,Iowa,1011100.0,BLENDED WHISKIES,65,22786,Beam's 8 Star Bl Whiskey,750,$3.67,$5.51,4,$22.04,3.0,0.79
206378,07/08/2015,2501,AMES,50010,85.0,Story,1022100.0,TEQUILA,65,88548,Hornitos Plata,750,$13.64,$20.46,4,$81.84,3.0,0.79
201385,10/21/2015,2603,BETTENDORF,52722,82.0,Scott,1081700.0,DISTILLED SPIRITS SPECIALTY,259,73721,Evan Williams Fire,750,$6.94,$10.91,2,$21.82,1.5,0.4
38941,07/30/2015,2626,DES MOINES,50311,77.0,Polk,1081600.0,WHISKEY LIQUEUR,421,64858,Fireball Cinnamon Whiskey Mini Dispenser,3000,$29.72,$44.58,7,$312.06,21.0,5.55
172525,09/17/2015,4368,JOHNSTON,50131,77.0,Polk,1041100.0,AMERICAN DRY GINS,370,32231,Seagrams Extra Dry Gin Mini,500,$3.30,$4.95,1,$4.95,0.5,0.13
29384,04/09/2015,4829,DES MOINES,50314,77.0,Polk,1012100.0,CANADIAN WHISKIES,115,11777,Black Velvet,1000,$6.63,$9.95,36,$358.20,36.0,9.51
77946,03/18/2015,2614,DAVENPORT,52807,82.0,Scott,1032200.0,IMPORTED VODKA - MISC,260,64727,Ciroc Amaretto,750,$19.00,$28.50,3,$85.50,2.25,0.59
237405,08/19/2015,2548,ALTOONA,50009,77.0,Polk,1032080.0,IMPORTED VODKA,370,34008,Absolut Swedish Vodka 80 Prf,1750,$19.99,$29.99,6,$179.94,10.5,2.77
82112,10/08/2015,2561,DES MOINES,50321,77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,434,18198,Ezra Brooks Ky Sour Mash Bourbon,1750,$14.34,$21.51,6,$129.06,10.5,2.77
16592,09/22/2015,2629,COUNCIL BLUFFS,51503,78.0,Pottawattamie,1012100.0,CANADIAN WHISKIES,260,10838,Crown Royal Black,1750,$33.79,$50.69,4,$202.76,7.0,1.85
7343,03/29/2016,2607,SHENANDOAH,51601,73.0,Page,1011200.0,STRAIGHT BOURBON WHISKIES,65,19061,Jim Beam Mini,500,$6.83,$10.25,1,$10.25,0.5,0.13
149225,12/21/2015,2190,DES MOINES,50314,77.0,Polk,1062100.0,JAMAICA RUM,461,43371,Appleton Signature Blend,750,$10.50,$15.75,2,$31.50,1.5,0.4
223075,12/29/2015,2290,STORM LAKE,50588,11.0,Buena Vista,1041100.0,AMERICAN DRY GINS,370,32236,Seagrams Extra Dry Gin,750,$6.49,$9.74,4,$38.96,3.0,0.79
131188,06/10/2015,3762,WINDSOR HEIGHTS,50322,77.0,Polk,1022100.0,TEQUILA,260,87485,Don Julio Blanco Tequila,750,$26.49,$39.74,6,$238.44,4.5,1.19
263454,07/22/2015,2238,ALTOONA,50009,77.0,Polk,1081365.0,TROPICAL FRUIT SCHNAPPS,421,83907,Maui Blue Hawaiian Schnapps,1000,$4.54,$6.81,36,$245.16,36.0,9.51
62874,01/06/2016,3723,ONAWA,51040,67.0,Monona,1051110.0,BLACKBERRY BRANDIES,434,55087,Paramount Blackberry Brandy,1000,$6.53,$9.80,5,$49.00,5.0,1.32
3785,04/06/2015,3833,ATLANTIC,50022,15.0,Cass,1011200.0,STRAIGHT BOURBON WHISKIES,65,20248,Old Crow,1750,$9.44,$14.16,12,$169.92,21.0,5.55
23503,02/03/2016,4481,IOWA CITY,52240,52.0,Johnson,1031080.0,VODKA 80 PROOF,434,36308,Hawkeye Vodka,1750,$7.17,$10.76,12,$129.12,21.0,5.55
146492,04/02/2015,4604,NEWTON,50208,50.0,Jasper,1031080.0,VODKA 80 PROOF,301,38178,Titos Handmade Vodka,1750,$18.52,$27.78,1,$27.78,1.75,0.46
103600,02/25/2015,5050,CARLISLE,50047,91.0,Warren,1081600.0,WHISKEY LIQUEUR,421,64866,Fireball Cinnamon Whiskey,750,$8.98,$13.47,12,$161.64,9.0,2.38
111243,04/30/2015,4345,GRINNELL,50112,79.0,Poweshiek,1031080.0,VODKA 80 PROOF,297,35916,Five O'clock Vodka,750,$3.37,$5.06,3,$15.18,2.25,0.59
10568,09/09/2015,2523,CENTERVILLE,52544,4.0,Appanoose,1071100.0,AMERICAN COCKTAILS,65,63354,Skinnygirl White Cranberry Cosmo,750,$6.29,$9.44,2,$18.88,1.5,0.4
250637,11/24/2015,2633,DES MOINES,50320,77.0,Polk,1081700.0,DISTILLED SPIRITS SPECIALTY,381,27372,American Born Moonshine Original,750,$12.50,$18.75,6,$112.50,4.5,1.19
157247,11/02/2015,3908,FORT MADISON,52627,56.0,Lee,1081600.0,WHISKEY LIQUEUR,85,86886,Southern Comfort,750,$9.85,$14.78,12,$177.36,9.0,2.38
118581,01/12/2016,5005,LAURENS,50554,76.0,Pocahontas,1012100.0,CANADIAN WHISKIES,55,12406,Canadian Ltd Whisky,750,$3.84,$6.01,3,$18.03,2.25,0.59
57486,03/14/2016,2590,CEDAR RAPIDS,52402,57.0,Linn,1031200.0,VODKA FLAVORED,380,41783,Uv Blue Raspberry Vodka Mini,500,$4.89,$7.34,1,$7.34,0.5,0.13
163299,02/03/2016,3876,MANSON,50563,13.0,Calhoun,1051010.0,AMERICAN GRAPE BRANDIES,259,52316,Christian Bros Brandy,750,$5.92,$8.88,4,$35.52,3.0,0.79
132816,05/18/2015,4495,GRUNDY CENTER,50638,38.0,Grundy,1062300.0,FLAVORED RUM,370,42716,Malibu Coconut Rum,750,$7.49,$11.24,4,$44.96,3.0,0.79
255227,02/18/2015,2536,PLEASANT HILL,50317,77.0,Polk,1062310.0,SPICED RUM,260,43418,Captain Morgan Tattoo,750,$8.75,$13.13,24,$315.12,18.0,4.76
169186,10/27/2015,4866,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1031080.0,VODKA 80 PROOF,434,36304,Hawkeye Vodka,375,$2.07,$3.11,6,$18.66,2.25,0.59
178978,03/29/2016,4909,ROCK VALLEY,51247,84.0,Sioux,1031080.0,VODKA 80 PROOF,297,35917,Five O'clock Vodka,1000,$4.17,$6.26,24,$150.24,24.0,6.34
257758,10/07/2015,3715,DAVENPORT,52807,82.0,Scott,1031200.0,VODKA FLAVORED,205,40593,New Amsterdam Peach,375,$3.50,$5.25,24,$126.00,9.0,2.38
110140,02/04/2015,3744,DYERSVILLE,52040,31.0,Dubuque,1031080.0,VODKA 80 PROOF,55,35948,Fleischmann's Royal Vodka 80 Prf,1750,$6.68,$10.27,6,$61.62,10.5,2.77
161584,08/19/2015,3776,DAVENPORT,52806,82.0,Scott,1062310.0,SPICED RUM,240,45888,Sailor Jerry Spiced Navy Rum,1750,$19.25,$28.88,6,$173.28,10.5,2.77
210472,07/27/2015,2512,IOWA CITY,52240,52.0,Johnson,1031100.0,100 PROOF VODKA,260,39866,Smirnoff Vodka 100 Prf,750,$8.75,$13.13,12,$157.56,9.0,2.38
155620,03/09/2016,3417,MARENGO,52301,48.0,Iowa,1041100.0,AMERICAN DRY GINS,300,31208,McCormick Gin Pet,1750,$7.30,$10.95,2,$21.90,3.5,0.92
264237,12/02/2015,2625,DAVENPORT,52804,82.0,Scott,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,461,64996,Frangelico Liqueur,750,$14.50,$21.75,12,$261.00,9.0,2.38
172857,01/20/2016,2113,GOWRIE,50543,94.0,Webster,1012100.0,CANADIAN WHISKIES,65,10627,Canadian Club Whisky,1000,$9.71,$14.57,2,$29.14,2.0,0.53
36725,01/28/2015,2603,BETTENDORF,52722,82.0,Scott,1012200.0,SCOTCH WHISKIES,370,4716,Chivas Regal 12 Yr,750,$18.49,$27.74,2,$55.48,1.5,0.4
127962,05/18/2015,4757,BONDURANT,50035,77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,65,27544,Red Stag By Jim Beam,750,$11.03,$16.55,1,$16.55,0.75,0.2
175726,04/13/2015,2670,CORALVILLE,52241,52.0,Johnson,1031080.0,VODKA 80 PROOF,55,35317,Barton Vodka,1000,$3.97,$5.96,12,$71.52,12.0,3.17
20937,12/23/2015,2595,DENISON,51442,24.0,Crawford,1022100.0,TEQUILA,395,89230,1800 Anejo Tequila,750,$19.50,$29.25,1,$29.25,0.75,0.2
2007,05/14/2015,2612,PERRY,50220,25.0,Dallas,1042100.0,IMPORTED DRY GINS,370,28086,Beefeater Gin,750,$10.99,$16.49,3,$49.47,2.25,0.59
64629,03/22/2016,3390,MILFORD,51351,30.0,Dickinson,1081390.0,IMPORTED SCHNAPPS,421,69637,Dr. Mcgillicuddy's Cherry Schnapps,1000,$11.00,$16.50,12,$198.00,12.0,3.17
106869,01/21/2016,2587,JOHNSTON,50131,77.0,Polk,1062310.0,SPICED RUM,259,43028,Admiral Nelson Spiced Rum,1750,$11.55,$17.33,6,$103.98,10.5,2.77
457,10/06/2015,3666,CEDAR RAPIDS,52404,57.0,Linn,1031080.0,VODKA 80 PROOF,55,37938,Skol Vodka,1750,$7.11,$10.67,6,$64.02,10.5,2.77
181811,09/02/2015,3723,ONAWA,51040,67.0,Monona,1071100.0,AMERICAN COCKTAILS,55,57168,Chi-Chi's Chocolate Malt,1750,$6.50,$9.75,2,$19.50,3.5,0.92
96792,07/20/2015,2670,CORALVILLE,52241,52.0,Johnson,1011200.0,STRAIGHT BOURBON WHISKIES,492,19436,Lexington,750,$14.54,$21.81,6,$130.86,4.5,1.19
198248,03/07/2016,2636,DES MOINES,50317,77.0,Polk,1011500.0,STRAIGHT RYE WHISKIES,255,27102,Templeton Rye,750,$18.09,$27.14,6,$162.84,4.5,1.19
91391,04/28/2015,3981,SIOUX CENTER,51250,84.0,Sioux,1022100.0,TEQUILA,395,89206,1800 Reposado Tequila,750,$15.46,$23.19,12,$278.28,9.0,2.38
197927,08/31/2015,4696,WEST DES MOINES,50266,77.0,Polk,1081600.0,WHISKEY LIQUEUR,85,86886,Southern Comfort,750,$9.85,$14.78,3,$44.34,2.25,0.59
250226,12/09/2015,3952,BETTENDORF,52722,82.0,Scott,1032080.0,IMPORTED VODKA,260,34457,Ketel One Imported Vodka,1000,$17.50,$26.25,24,$630.00,24.0,6.34
234525,11/16/2015,3628,CEDAR RAPIDS,52402,57.0,Linn,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45278,Paramount White Rum,1750,$7.84,$11.76,6,$70.56,10.5,2.77
211641,02/02/2016,3542,ST ANSGAR,50472,66.0,Mitchell,1031100.0,100 PROOF VODKA,297,35917,Five O'clock Vodka,1000,$4.17,$6.26,12,$75.12,12.0,3.17
79705,09/23/2015,2568,CEDAR RAPIDS,52402,57.0,Linn,1031080.0,VODKA 80 PROOF,205,36965,New Amsterdam Vodka Mini,500,$4.62,$6.93,10,$69.30,5.0,1.32
60625,06/30/2015,3869,CORALVILLE,52241,52.0,Johnson,1041150.0,FLAVORED GINS,370,33256,Seagrams Lime Twisted Gin,750,$6.49,$9.74,3,$29.22,2.25,0.59
164677,03/28/2016,4636,CEDAR RAPIDS,52402,57.0,Linn,1031080.0,VODKA 80 PROOF,260,37993,Smirnoff Vodka 80 Prf,200,$2.54,$3.81,12,$45.72,2.4,0.63
29950,10/05/2015,3784,INDEPENDENCE,50644,10.0,Buchanan,1011200.0,STRAIGHT BOURBON WHISKIES,461,77776,Wild Turkey American Honey,750,$10.50,$15.75,3,$47.25,2.25,0.59
49802,03/08/2016,3495,MONTICELLO,52310,53.0,Jones,1062300.0,FLAVORED RUM,370,42718,Malibu Coconut Rum,1750,$16.49,$24.74,1,$24.74,1.75,0.46
93138,01/28/2016,2582,MASON CITY,50401,17.0,Cerro Gordo,1081200.0,CREAM LIQUEURS,434,68846,St. Brendan's Superior Irish Cream Liqueur,750,$7.69,$11.54,2,$23.08,1.5,0.4
24228,02/25/2015,2285,IOWA CITY,52240,52.0,Johnson,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,85,64676,Chambord Liqueur Royale De France,750,$18.56,$27.84,12,$334.08,9.0,2.38
260156,03/21/2016,4819,ALTOONA,50009,77.0,Polk,1011300.0,TENNESSEE WHISKIES,85,86670,Jack Daniel's Tennessee Honey,750,$15.07,$22.61,1,$22.61,0.75,0.2
176124,10/19/2015,3465,PANORA,50216,39.0,Guthrie,1032080.0,IMPORTED VODKA,370,34006,Absolut Swedish Vodka 80 Prf,750,$11.49,$17.24,12,$206.88,9.0,2.38
248732,03/09/2015,2528,DES MOINES,50315,77.0,Polk,1062050.0,BARBADOS RUM,205,42437,Shellback Silver,750,$6.49,$10.49,12,$125.88,9.0,2.38
153316,09/15/2015,3912,CEDAR RAPIDS,52405,57.0,Linn,1041200.0,AMERICAN SLOE GINS,434,33716,Paramount Sloe Gin,750,$4.75,$7.13,2,$14.26,1.5,0.4
140145,10/14/2015,4062,DES MOINES,50314,77.0,Polk,1052010.0,IMPORTED GRAPE BRANDIES,420,48102,Hennessy Vs Cognac 100ml,1200,$38.94,$58.41,2,$116.82,2.4,0.63
42380,03/05/2015,2671,JEFFERSON,50129,37.0,Greene,1032080.0,IMPORTED VODKA,305,34244,Chopin Vodka,750,$15.83,$23.75,1,$23.75,0.75,0.2
125104,07/07/2015,4585,FARLEY,52046,31.0,Dubuque,1031080.0,VODKA 80 PROOF,260,37996,Smirnoff Vodka 80 Prf,750,$8.25,$12.38,12,$148.56,9.0,2.38
104746,01/14/2015,4509,AMES,50010,85.0,Story,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192,65254,Jagermeister Liqueur,375,$6.52,$9.78,24,$234.72,9.0,2.38
262394,01/25/2016,2460,HAMPTON,50441,,,1012100.0,CANADIAN WHISKIES,115,11776,Black Velvet,750,$5.23,$7.85,12,$94.20,9.0,2.38
95622,12/09/2015,3909,MELCHER-DALLAS,50163,63.0,Marion,1081390.0,IMPORTED SCHNAPPS,421,69631,Dr. Mcgillicuddy's Cherry Mini,500,$4.96,$7.44,1,$7.44,0.5,0.13
82764,07/16/2015,3041,COLFAX,50054,50.0,Jasper,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45248,Paramount Gold Rum,1750,$7.84,$11.76,6,$70.56,10.5,2.77
170323,04/22/2015,2500,AMES,50010,85.0,Story,1012200.0,SCOTCH WHISKIES,305,4936,Famous Grouse Scotch,750,$12.03,$18.05,1,$18.05,0.75,0.2
111825,12/09/2015,4289,WAUKON,52172,3.0,Allamakee,1031080.0,VODKA 80 PROOF,434,36306,Hawkeye Vodka,750,$3.34,$5.01,12,$60.12,9.0,2.38
249459,01/12/2015,3829,MOUNT VERNON,52314,57.0,Linn,1022100.0,TEQUILA,395,89196,Jose Cuervo Especial Reposado Tequila,750,$10.49,$15.74,12,$188.88,9.0,2.38
201231,09/15/2015,4434,ROCK RAPIDS,51246,60.0,Lyon,1081600.0,WHISKEY LIQUEUR,421,64870,Fireball Cinnamon Whisky,100,$0.89,$1.34,96,$128.64,9.6,2.54
237784,02/09/2015,4984,MUSCATINE,52761,70.0,Muscatine,1032080.0,IMPORTED VODKA,370,34006,Absolut Swedish Vodka 80 Prf,750,$11.49,$17.24,3,$51.72,2.25,0.59
131789,04/16/2015,3456,CLEAR LAKE,50428,17.0,Cerro Gordo,1032080.0,IMPORTED VODKA,370,34001,Absolut Swedish Vodka 80 Prf Mini,600,$7.92,$11.88,1,$11.88,0.6,0.16
