,Date,Store Number,City,Zip Code,County Number,County,Category,Category Name,Vendor Number,Item Number,Item Description,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
154399,09/28/2015,4806,WEST LIBERTY,52776,70.0,Muscatine,1012200.0,SCOTCH WHISKIES,260,4626,Buchanan's 12 Yr Deluxe Scotch,750,$21.50,$32.25,12,$387.00,9.0,2.38
87796,03/02/2015,3400,DES MOINES,50317,77.0,Polk,1012100.0,CANADIAN WHISKIES,115,11788,Black Velvet,1750,$10.45,$15.68,6,$94.08,10.5,2.77
125206,01/07/2016,3993,WATERLOO,50701,7.0,Black Hawk,1022100.0,TEQUILA,35,89121,Cazadores Reposado,750,$17.50,$26.25,2,$52.50,1.5,0.4
162434,02/08/2016,5173,AUDUBON,50025,5.0,Audubon,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,43128,Bacardi Superior Rum,1750,$15.00,$22.50,6,$135.00,10.5,2.77
136674,07/06/2015,3829,MOUNT VERNON,52314,57.0,Linn,1041100.0,AMERICAN DRY GINS,300,31167,McCormick Gin,1000,$4.13,$6.20,5,$31.00,5.0,1.32
188578,03/28/2016,5001,INDEPENDENCE,50644,10.0,Buchanan,1031080.0,VODKA 80 PROOF,260,37993,Smirnoff Vodka 80 Prf,200,$2.54,$3.81,4,$15.24,0.8,0.21
203425,11/11/2015,2568,CEDAR RAPIDS,52402,57.0,Linn,1062310.0,SPICED RUM,259,43026,Admiral Nelson Spiced Rum,750,$5.78,$8.67,3,$26.01,2.25,0.59
260080,07/20/2015,5127,DES MOINES,50312,77.0,Polk,1032200.0,IMPORTED VODKA - MISC,370,34052,Absolut Raspberri,750,$8.99,$13.49,3,$40.47,2.25,0.59
176736,06/03/2015,2290,STORM LAKE,50588,11.0,Buena Vista,1032080.0,IMPORTED VODKA,35,34422,Grey Goose Vodka,1000,$22.50,$33.75,2,$67.50,2.0,0.53
152180,10/13/2015,4285,NEW HAMPTON,50659,19.0,Chickasaw,1012100.0,CANADIAN WHISKIES,115,10550,Black Velvet Toasted Caramel,750,$6.75,$10.13,12,$121.56,9.0,2.38
249691,09/14/2015,2662,MUSCATINE,52761,70.0,Muscatine,1032080.0,IMPORTED VODKA,35,34423,Grey Goose Vodka,375,$9.00,$13.50,2,$27.00,0.75,0.2
229473,10/22/2015,2106,CEDAR FALLS,50613,7.0,Black Hawk,1081365.0,TROPICAL FRUIT SCHNAPPS,65,82857,Dekuyper Island Punch Pucker,1000,$7.62,$11.43,12,$137.16,12.0,3.17
198895,08/11/2015,2508,CEDAR RAPIDS,52405,57.0,Linn,1062310.0,SPICED RUM,260,43285,Captain Morgan Original Spiced Rum Pet,750,$9.00,$13.50,24,$324.00,18.0,4.76
50583,01/14/2016,4594,DES MOINES,50312,77.0,Polk,1011100.0,BLENDED WHISKIES,260,25604,Seagrams 7 Crown Bl Whiskey,375,$3.50,$5.25,4,$21.00,1.5,0.4
22119,01/27/2015,2619,WEST DES MOINES,50266,77.0,Polk,1011100.0,BLENDED WHISKIES,65,24458,Kessler Blend Whiskey,1750,$11.02,$16.53,2,$33.06,3.5,0.92
194720,04/02/2015,5011,WILLIAMSBURG,52361,48.0,Iowa,1012300.0,IRISH WHISKIES,370,15626,Jameson,750,$14.49,$21.74,4,$86.96,3.0,0.79
256460,04/06/2015,2567,DAVENPORT,52806,82.0,Scott,1051110.0,BLACKBERRY BRANDIES,434,54646,Arrow Blackberry Flav Brandy,750,$5.38,$8.07,1,$8.07,0.75,0.2
126138,02/08/2016,5142,CEDAR RAPIDS,52303,57.0,Linn,1031200.0,VODKA FLAVORED,205,40593,New Amsterdam Peach,375,$3.50,$5.25,2,$10.50,0.75,0.2
94180,12/07/2015,4180,MARION,52302,57.0,Linn,1051010.0,AMERICAN GRAPE BRANDIES,205,52593,E & J Vs Brandy,200,$1.96,$2.94,24,$70.56,4.8,1.27
141792,10/01/2015,2635,DAVENPORT,52807,82.0,Scott,1011200.0,STRAIGHT BOURBON WHISKIES,65,19478,Maker's Mark,1750,$34.64,$51.96,6,$311.76,10.5,2.77
112275,09/10/2015,4068,WEST DES MOINES,50265,77.0,Polk,1032200.0,IMPORTED VODKA - MISC,115,33663,Svedka Strawberry Lemonade,750,$8.25,$12.38,2,$24.76,1.5,0.4
160836,01/07/2015,4841,DAVENPORT,52804,82.0,Scott,1041100.0,AMERICAN DRY GINS,370,32231,Seagrams Extra Dry Gin Mini,500,$3.30,$4.95,1,$4.95,0.5,0.13
46981,06/16/2015,2620,WINDSOR HEIGHTS,50311,77.0,Polk,1011300.0,TENNESSEE WHISKIES,85,26820,Jack Daniels Old #7 Black Lbl Flat,375,$7.00,$10.50,1,$10.50,0.38,0.1
96158,07/09/2015,2663,URBANDALE,50322,77.0,Polk,1081700.0,DISTILLED SPIRITS SPECIALTY,381,27371,American Born Moonshine Dixie,750,$13.17,$19.76,6,$118.56,4.5,1.19
195790,11/16/2015,3868,MARION,52302,57.0,Linn,1041100.0,AMERICAN DRY GINS,370,32238,Seagrams Extra Dry Gin,1750,$11.99,$17.99,6,$107.94,10.5,2.77
108337,11/30/2015,2650,HARLAN,51537,83.0,Shelby,1051010.0,AMERICAN GRAPE BRANDIES,85,52806,Korbel Brandy,750,$6.66,$9.99,4,$39.96,3.0,0.79
146952,05/14/2015,2635,DAVENPORT,52807,82.0,Scott,1031080.0,VODKA 80 PROOF,301,38176,Titos Vodka,750,$9.65,$14.48,72,$1042.56,54.0,14.27
18706,02/17/2015,4167,DUBUQUE,52001,31.0,Dubuque,1062310.0,SPICED RUM,260,43336,Captain Morgan Original Spiced,750,$9.00,$13.50,12,$162.00,9.0,2.38
99672,01/05/2016,3963,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1081330.0,PEACH SCHNAPPS,65,82844,Dekuyper Peachtree Schnapps,375,$3.07,$4.61,1,$4.61,0.38,0.1
223143,10/05/2015,4967,BLUE GRASS,52726,82.0,Scott,1011200.0,STRAIGHT BOURBON WHISKIES,65,19061,Jim Beam Mini,500,$6.83,$10.25,1,$10.25,0.5,0.13
24176,12/26/2015,3612,MAQUOKETA,52060,49.0,Jackson,1081200.0,CREAM LIQUEURS,306,80236,Iowish Cream Liqueur,750,$10.17,$15.26,1,$15.26,0.75,0.2
98983,11/10/2015,4228,VINTON,52349,6.0,Benton,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45278,Paramount White Rum,1750,$7.84,$11.76,6,$70.56,10.5,2.77
129019,01/07/2016,4829,DES MOINES,50314,77.0,Polk,1031200.0,VODKA FLAVORED,260,77648,Smirnoff Citrus,1000,$9.25,$13.88,12,$166.56,12.0,3.17
166593,03/03/2015,3705,ROCK RAPIDS,51246,60.0,Lyon,1081390.0,IMPORTED SCHNAPPS,421,69637,Dr. Mcgillicuddy's Cherry Schnapps,1000,$11.00,$16.50,12,$198.00,12.0,3.17
151718,02/09/2015,4601,DES MOINES,50317,77.0,Polk,1011300.0,TENNESSEE WHISKIES,85,26821,Jack Daniels Old #7 Black Lbl Mini,500,$9.06,$13.59,2,$27.18,1.0,0.26
218310,06/30/2015,3820,SIOUX CITY,51103,97.0,Woodbury,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,322,75214,Kinky Blue,750,$10.00,$15.00,12,$180.00,9.0,2.38
217585,11/18/2015,2502,ANKENY,50021,77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,259,17127,Cabin Still Str Bourbon,1000,$5.00,$7.50,12,$90.00,12.0,3.17
45690,03/26/2015,2633,DES MOINES,50320,77.0,Polk,1022100.0,TEQUILA,65,89837,Hornitos Gold,1000,$16.79,$25.19,12,$302.28,12.0,3.17
31276,04/27/2015,2538,WATERLOO,50702,7.0,Black Hawk,1011100.0,BLENDED WHISKIES,154,27255,Country Gal,750,$9.17,$13.76,2,$27.52,1.5,0.4
13000,11/24/2015,3540,DAVENPORT,52807,82.0,Scott,1071100.0,AMERICAN COCKTAILS,395,58838,Jose Cuervo Authentic Lime Margarita,1750,$8.20,$12.30,6,$73.80,10.5,2.77
225252,12/07/2015,4967,BLUE GRASS,52726,82.0,Scott,1011200.0,STRAIGHT BOURBON WHISKIES,65,19064,Jim Beam,375,$4.98,$7.47,5,$37.35,1.88,0.5
197607,11/30/2015,4897,BURLINGTON,52601,29.0,Des Moines,1031080.0,VODKA 80 PROOF,297,35918,Five O'clock Vodka,1750,$7.20,$10.80,18,$194.40,31.5,8.32
102233,10/29/2015,4511,DES MOINES,50317,77.0,Polk,1022100.0,TEQUILA,85,89278,El Jimador Reposado Tequila,750,$11.65,$17.48,3,$52.44,2.25,0.59
86530,07/27/2015,2512,IOWA CITY,52240,52.0,Johnson,1041100.0,AMERICAN DRY GINS,55,29287,Barton Gin,1000,$3.92,$5.88,12,$70.56,12.0,3.17
67256,11/21/2015,4559,OSAGE,50461,66.0,Mitchell,1031080.0,VODKA 80 PROOF,301,38177,Titos Handmade Vodka,1000,$11.92,$17.88,1,$17.88,1.0,0.26
85468,08/05/2015,4478,DES MOINES,50315,77.0,Polk,1031200.0,VODKA FLAVORED,380,41601,Uv Blue (raspberry) Vodka,375,$3.45,$5.18,12,$62.16,4.5,1.19
228297,04/30/2015,2515,MASON CITY,50401,17.0,Cerro Gordo,1012100.0,CANADIAN WHISKIES,260,11298,Crown Royal Canadian Whisky,1750,$31.99,$47.99,12,$575.88,21.0,5.55
117490,06/30/2015,2642,PELLA,50219,63.0,Marion,1011100.0,BLENDED WHISKIES,434,23277,Calvert Extra Bl Whiskey,1000,$6.88,$10.32,1,$10.32,1.0,0.26
109605,03/08/2016,2644,FORT DODGE,50501,94.0,Webster,1051010.0,AMERICAN GRAPE BRANDIES,205,52563,E & J XO,750,$8.24,$12.36,12,$148.32,9.0,2.38
195229,03/07/2016,4995,HARLAN,51537,83.0,Shelby,1081300.0,PEPPERMINT SCHNAPPS,322,75212,Kinky Blue Mini,500,$4.84,$7.26,1,$7.26,0.5,0.13
61719,10/12/2015,2670,CORALVILLE,52241,52.0,Johnson,1081300.0,PEPPERMINT SCHNAPPS,434,81406,Thunder 101 Peppermint Schnapps,750,$8.00,$12.00,3,$36.00,2.25,0.59
270109,03/31/2015,2205,CLARINDA,51632,73.0,Page,1012200.0,SCOTCH WHISKIES,305,4936,Famous Grouse Scotch,750,$12.03,$18.05,2,$36.10,1.5,0.4
133136,01/05/2016,5023,CEDAR RAPIDS,52404,57.0,Linn,1012100.0,CANADIAN WHISKIES,260,11299,Crown Royal,200,$4.72,$7.08,44,$311.52,8.8,2.32
140977,09/17/2015,2633,DES MOINES,50320,77.0,Polk,1032200.0,IMPORTED VODKA - MISC,370,33789,Absolut Cilantro,750,$11.49,$17.24,1,$17.24,0.75,0.2
270147,02/25/2015,2545,IOWA CITY,52245,52.0,Johnson,1051010.0,AMERICAN GRAPE BRANDIES,205,52598,E & J Vs,1750,$11.83,$17.75,6,$106.50,10.5,2.77
141198,12/08/2015,2641,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1031080.0,VODKA 80 PROOF,434,36305,Hawkeye Vodka,750,$3.34,$5.01,12,$60.12,9.0,2.38
85902,12/01/2015,4490,CEDAR RAPIDS,52404,57.0,Linn,1062310.0,SPICED RUM,260,43334,Captain Morgan Spiced Rum,375,$5.00,$7.50,6,$45.00,2.25,0.59
32386,11/04/2015,3820,SIOUX CITY,51103,97.0,Woodbury,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,420,65126,Grand Marnier Cordon Rouge,750,$23.31,$34.97,2,$69.94,1.5,0.4
150180,03/01/2016,4167,DUBUQUE,52001,31.0,Dubuque,1031080.0,VODKA 80 PROOF,434,36301,Hawkeye Vodka 80 Prf Mini,500,$4.13,$6.20,12,$74.40,6.0,1.59
106984,10/06/2015,3477,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1042100.0,IMPORTED DRY GINS,35,28233,Bombay Sapphire Gin,1000,$16.50,$24.75,12,$297.00,12.0,3.17
41751,10/19/2015,2648,WEST DES MOINES,50265,77.0,Polk,1022100.0,TEQUILA,395,87408,Jose Cuervo Especial Silver,750,$10.49,$15.74,12,$188.88,9.0,2.38
220672,12/21/2015,3783,POCAHONTAS,50574,76.0,Pocahontas,1701100.0,DECANTERS & SPECIALTY PACKAGES,370,781,Jameson w/Shot Glass,750,$14.49,$21.74,4,$86.96,3.0,0.79
201251,08/27/2015,4969,CLEAR LAKE,50428,17.0,Cerro Gordo,1012100.0,CANADIAN WHISKIES,300,12668,Canadian Woods Canadian Why,1750,$8.61,$12.92,6,$77.52,10.5,2.77
15620,10/01/2015,2663,URBANDALE,50322,77.0,Polk,1012300.0,IRISH WHISKIES,370,15626,Jameson,750,$14.99,$22.49,456,$10255.44,342.0,90.35
229291,05/20/2015,2548,ALTOONA,50009,77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,65,19066,Jim Beam,750,$9.70,$14.95,24,$358.80,18.0,4.76
56788,06/17/2015,2501,AMES,50010,85.0,Story,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,978,65426,Licor 43,750,$14.10,$21.15,2,$42.30,1.5,0.4
168103,01/20/2016,5105,NORTH LIBERTY,52317,52.0,Johnson,1032080.0,IMPORTED VODKA,370,34008,Absolut Swedish Vodka 80 Prf,1750,$19.99,$29.99,6,$179.94,10.5,2.77
30925,02/16/2016,3495,MONTICELLO,52310,53.0,Jones,1022100.0,TEQUILA,434,87937,Juarez Tequila Silver,1000,$6.92,$10.38,2,$20.76,2.0,0.53
142175,01/25/2016,2448,INDIANOLA,50125,91.0,Warren,1081600.0,WHISKEY LIQUEUR,421,64867,Fireball Cinnamon Whiskey,1000,$11.34,$17.01,12,$204.12,12.0,3.17
5642,08/10/2015,4984,MUSCATINE,52761,70.0,Muscatine,1051100.0,APRICOT BRANDIES,115,56804,Paul Masson Red Berry Grande Amber Brandy,375,$3.22,$4.83,2,$9.66,0.75,0.2
111982,06/10/2015,3013,BLOOMFIELD,52537,26.0,Davis,1012100.0,CANADIAN WHISKIES,434,13038,Canadian Reserve Whisky,1750,$9.00,$13.50,6,$81.00,10.5,2.77
190295,01/28/2015,5060,IOWA CITY,52240,52.0,Johnson,1012100.0,CANADIAN WHISKIES,115,11773,Black Velvet,200,$1.56,$2.34,48,$112.32,9.6,2.54
201376,01/20/2016,4652,DAVENPORT,52803,82.0,Scott,1041100.0,AMERICAN DRY GINS,370,32234,Seagrams Extra Dry Gin,375,$3.39,$5.09,24,$122.16,9.0,2.38
31754,01/26/2016,2651,WAVERLY,50677,9.0,Bremer,1081300.0,PEPPERMINT SCHNAPPS,434,81196,Paramount Peppermint Schnapps Traveler,750,$3.71,$5.57,12,$66.84,9.0,2.38
117337,12/21/2015,3621,SHELDON,51201,71.0,O'Brien,1081317.0,GRAPE SCHNAPPS,65,82637,Dekuyper Grape Pucker,1000,$7.62,$11.43,2,$22.86,2.0,0.53
69898,11/16/2015,5125,DES MOINES,50316,77.0,Polk,1012100.0,CANADIAN WHISKIES,260,11296,Crown Royal,750,$15.00,$22.50,12,$270.00,9.0,2.38
218247,03/10/2015,2661,SHELDON,51201,71.0,O'Brien,1031080.0,VODKA 80 PROOF,434,36308,Hawkeye Vodka,1750,$7.17,$10.76,6,$64.56,10.5,2.77
249970,09/24/2015,4320,PERRY,50220,8.0,Boone,1062310.0,SPICED RUM,240,45888,Sailor Jerry Spiced Navy Rum,1750,$19.25,$28.88,6,$173.28,10.5,2.77
199545,01/21/2016,3756,MANNING,51455,14.0,Carroll,1041200.0,AMERICAN SLOE GINS,434,33717,Paramount Sloe Gin,1000,$5.42,$8.13,1,$8.13,1.0,0.26
121392,07/01/2015,4997,DES MOINES,50309,77.0,Polk,1031080.0,VODKA 80 PROOF,301,38178,Titos Handmade Vodka,1750,$18.52,$27.78,6,$166.68,10.5,2.77
150518,12/10/2015,5165,LAKE MILLS,50450,95.0,Winnebago,1031080.0,VODKA 80 PROOF,55,35318,Barton Vodka,1750,$6.92,$10.38,6,$62.28,10.5,2.77
163773,12/16/2015,3789,OSKALOOSA,52577,62.0,Mahaska,1062300.0,FLAVORED RUM,370,42716,Malibu Coconut Rum,750,$7.49,$11.24,12,$134.88,9.0,2.38
2526,02/03/2016,3524,AMES,50010,85.0,Story,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,43127,Bacardi Superior Rum,1000,$9.50,$14.25,12,$171.00,12.0,3.17
52404,06/29/2015,3495,MONTICELLO,52310,53.0,Jones,1062310.0,SPICED RUM,259,43984,Admiral Nelson Cherry Spiced Rum,750,$5.78,$8.67,1,$8.67,0.75,0.2
225360,10/13/2015,3420,WINDSOR HEIGHTS,50311,77.0,Polk,1071100.0,AMERICAN COCKTAILS,285,56957,Bartenders Hot Sex,1000,$5.28,$7.92,12,$95.04,12.0,3.17
195499,11/03/2015,3959,DUBUQUE,52001,31.0,Dubuque,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,43127,Bacardi Superior Rum,1000,$9.50,$14.25,2,$28.50,2.0,0.53
268620,02/10/2016,4452,SIOUX CITY,51105,97.0,Woodbury,1011200.0,STRAIGHT BOURBON WHISKIES,65,19062,Jim Beam,100,$1.05,$1.58,10,$15.80,1.0,0.26
166571,05/11/2015,2569,CEDAR RAPIDS,52402,57.0,Linn,1032080.0,IMPORTED VODKA,370,34006,Absolut Swedish Vodka 80 Prf,750,$11.49,$17.24,12,$206.88,9.0,2.38
146694,03/01/2016,4209,GRIMES,50111,77.0,Polk,1012100.0,CANADIAN WHISKIES,380,14474,Revel Stoke Roasted Pecan,750,$7.52,$11.28,12,$135.36,9.0,2.38
87300,11/20/2015,2191,KEOKUK,52632,56.0,Lee,1081300.0,PEPPERMINT SCHNAPPS,380,83370,Ice Hole Mint Schnapps,750,$5.15,$7.73,12,$92.76,9.0,2.38
66284,03/15/2016,4945,OSAGE,50461,66.0,Mitchell,1062300.0,FLAVORED RUM,260,43352,Captain Morgan Pineapple,750,$8.50,$12.75,1,$12.75,0.75,0.2
148489,04/07/2015,3495,MONTICELLO,52310,53.0,Jones,1052010.0,IMPORTED GRAPE BRANDIES,420,48106,Hennessy Vs Cognac,750,$18.99,$28.49,1,$28.49,0.75,0.2
108181,05/18/2015,2648,WEST DES MOINES,50265,77.0,Polk,1011100.0,BLENDED WHISKIES,260,86707,Jeremiah Weed Sarsaparilla Whiskey,750,$9.65,$14.48,2,$28.96,1.5,0.4
11848,10/13/2015,4756,MARSHALLTOWN,50158,64.0,Marshall,1011100.0,BLENDED WHISKIES,260,25608,Seagrams 7 Crown Bl Whiskey,1750,$11.96,$17.94,6,$107.64,10.5,2.77
263823,09/29/2015,4344,GRIMES,50111,77.0,Polk,1022100.0,TEQUILA,240,88116,Milagro Silver Tequila,750,$15.69,$23.54,1,$23.54,0.75,0.2
250589,08/03/2015,4752,BURLINGTON,52655,29.0,Des Moines,1062310.0,SPICED RUM,260,43336,Captain Morgan Original Spiced,750,$9.00,$13.50,12,$162.00,9.0,2.38
246086,05/06/2015,2625,DAVENPORT,52804,82.0,Scott,1012100.0,CANADIAN WHISKIES,115,11771,Black Velvet Mini,600,$6.80,$10.20,1,$10.20,0.6,0.16
36066,05/04/2015,5126,DES MOINES,50310,77.0,Polk,1012200.0,SCOTCH WHISKIES,260,10008,Scoresby Rare Scotch,1750,$10.50,$15.75,6,$94.50,10.5,2.77
27290,01/07/2015,3776,DAVENPORT,52806,82.0,Scott,1062300.0,FLAVORED RUM,370,42716,Malibu Coconut Rum,750,$7.49,$11.24,12,$134.88,9.0,2.38
49656,03/28/2016,2573,MUSCATINE,52761,70.0,Muscatine,1081010.0,AMERICAN AMARETTO,434,76487,Paramount Amaretto,1000,$4.05,$6.08,12,$72.96,12.0,3.17
117566,12/03/2015,2663,URBANDALE,50322,77.0,Polk,1031080.0,VODKA 80 PROOF,305,36006,Fuzzy's Ultra Premium Vodka,750,$15.17,$22.76,6,$136.56,4.5,1.19
240399,02/12/2015,4447,URBANDALE,50322,77.0,Polk,1062310.0,SPICED RUM,260,43331,Captain Morgan Spiced Rum Mini,500,$5.50,$8.25,1,$8.25,0.5,0.13
268392,06/30/2015,3980,IOWA CITY,52246,52.0,Johnson,1011300.0,TENNESSEE WHISKIES,85,86692,Jack Daniel's Tennessee Fire,750,$15.07,$22.61,12,$271.32,9.0,2.38
212753,08/26/2015,2594,SIOUX CITY,51106,97.0,Woodbury,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,260,66636,Romana Sambuca Italian Liquore,750,$13.00,$19.50,4,$78.00,3.0,0.79
216843,09/02/2015,2622,IOWA CITY,52240,52.0,Johnson,1031080.0,VODKA 80 PROOF,205,36968,New Amsterdam Vodka,375,$3.50,$5.25,3,$15.75,1.12,0.3
190261,04/14/2015,2624,DUBUQUE,52002,31.0,Dubuque,1012100.0,CANADIAN WHISKIES,55,12408,Canadian Ltd Whisky,1750,$7.94,$12.51,6,$75.06,10.5,2.77
210793,10/19/2015,3952,BETTENDORF,52722,82.0,Scott,1071100.0,AMERICAN COCKTAILS,421,59037,Desert Island Long Island Ice Tea Cocktail,1000,$3.86,$6.04,24,$144.96,24.0,6.34
106850,12/26/2015,2584,FORT MADISON,52627,56.0,Lee,1011200.0,STRAIGHT BOURBON WHISKIES,125,17206,Cedar Ridge Bourbon,750,$18.10,$27.15,6,$162.90,4.5,1.19
168607,04/29/2015,3928,NORTH LIBERTY,52317,52.0,Johnson,1031080.0,VODKA 80 PROOF,55,37934,Skol Vodka,375,$1.74,$2.61,5,$13.05,1.88,0.5
105405,10/21/2015,5067,STORM LAKE,50588,11.0,Buena Vista,1081600.0,WHISKEY LIQUEUR,421,64864,Fireball Cinnamon Whisky,375,$5.33,$8.00,3,$24.00,1.12,0.3
704,03/31/2015,4810,ANKENY,50021,77.0,Polk,1032080.0,IMPORTED VODKA,35,34433,Grey Goose Vodka,750,$18.49,$27.74,12,$332.88,9.0,2.38
41105,02/10/2016,2623,SIOUX CITY,51104,97.0,Woodbury,1031200.0,VODKA FLAVORED,259,41299,Burnett's Cherry Vodka,750,$4.48,$6.72,3,$20.16,2.25,0.59
236010,12/21/2015,2665,WAUKEE,50263,25.0,Dallas,1011200.0,STRAIGHT BOURBON WHISKIES,65,19096,Jim Beam Traveler,750,$10.49,$15.74,24,$377.76,18.0,4.76
10624,10/22/2015,2626,DES MOINES,50311,77.0,Polk,1022100.0,TEQUILA,395,89196,Jose Cuervo Especial Reposado Tequila,750,$10.49,$15.74,12,$188.88,9.0,2.38
28105,11/21/2015,2592,MARSHALLTOWN,50158,64.0,Marshall,1011200.0,STRAIGHT BOURBON WHISKIES,65,19064,Jim Beam,375,$4.98,$7.47,2,$14.94,0.75,0.2
187479,02/23/2016,2655,CLARINDA,51632,73.0,Page,1081390.0,IMPORTED SCHNAPPS,421,69636,Dr. Mcgillicuddy's Cherry Schnapps,750,$8.67,$13.01,6,$78.06,4.5,1.19
87997,07/08/2015,2670,CORALVILLE,52241,52.0,Johnson,1022200.0,,85,3657,Herradura Gold Reposado 6pak,750,$23.58,$35.37,3,$106.11,2.25,0.59
19150,02/25/2016,2663,URBANDALE,50322,77.0,Polk,1031080.0,VODKA 80 PROOF,259,35416,Burnett's Vodka 80 Prf,750,$4.48,$6.72,12,$80.64,9.0,2.38
242888,12/30/2015,4068,WEST DES MOINES,50265,77.0,Polk,1081200.0,CREAM LIQUEURS,305,73052,Rumchata,375,$7.42,$11.13,3,$33.39,1.12,0.3
140315,06/29/2015,2565,SPENCER,51301,21.0,Clay,1012100.0,CANADIAN WHISKIES,260,11290,Crown Royal Canadian Whisky Mini,300,$7.35,$11.03,2,$22.06,0.6,0.16
176649,01/16/2015,3525,WASHINGTON,52353,92.0,Washington,1071100.0,AMERICAN COCKTAILS,55,57157,Chi-Chi's Pina Colada W/rum,1750,$6.00,$9.25,2,$18.50,3.5,0.92
9037,07/20/2015,5161,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1031080.0,VODKA 80 PROOF,55,35314,Barton Vodka,375,$1.71,$2.57,5,$12.85,1.88,0.5
257605,02/16/2016,2607,SHENANDOAH,51601,73.0,Page,1081600.0,WHISKEY LIQUEUR,421,64858,Fireball Cinnamon Whiskey Mini Dispenser,3000,$29.72,$44.58,1,$44.58,3.0,0.79
241585,09/15/2015,3688,FREDERICKSBURG,50630,19.0,Chickasaw,1031080.0,VODKA 80 PROOF,55,35318,Barton Vodka,1750,$6.92,$10.38,6,$62.28,10.5,2.77
123542,11/23/2015,4135,ALTOONA,50009,77.0,Polk,1022100.0,TEQUILA,395,87401,Jose Cuervo Especial Silver Tequila Mini,500,$11.50,$17.25,12,$207.00,6.0,1.59
139436,11/23/2015,3952,BETTENDORF,52722,82.0,Scott,1042100.0,IMPORTED DRY GINS,260,28867,Tanqueray Gin,1000,$15.50,$23.25,12,$279.00,12.0,3.17
242283,09/01/2015,4171,CASCADE,52033,31.0,Dubuque,1081390.0,IMPORTED SCHNAPPS,421,69637,Dr. Mcgillicuddy's Cherry Schnapps,1000,$11.00,$16.50,12,$198.00,12.0,3.17
105817,07/30/2015,2665,WAUKEE,50263,25.0,Dallas,1012100.0,CANADIAN WHISKIES,260,11297,Crown Royal Canadian Whisky,1000,$18.50,$27.75,12,$333.00,12.0,3.17
13448,09/16/2015,4597,DES MOINES,50315,77.0,Polk,1031080.0,VODKA 80 PROOF,300,36901,McCormick Vodka Mini,500,$4.67,$7.01,1,$7.01,0.5,0.13
1413,07/28/2015,2620,WINDSOR HEIGHTS,50311,77.0,Polk,1032200.0,IMPORTED VODKA - MISC,260,64573,Ciroc Pineapple,750,$19.00,$28.50,2,$57.00,1.5,0.4
139820,03/09/2015,3488,BELLEVUE,52031,49.0,Jackson,1022100.0,TEQUILA,395,89197,Jose Cuervo Especial Reposado Tequila,1000,$12.50,$18.75,12,$225.00,12.0,3.17
38610,08/04/2015,4228,VINTON,52349,6.0,Benton,1071100.0,AMERICAN COCKTAILS,395,58838,Jose Cuervo Authentic Lime Margarita,1750,$8.20,$12.30,6,$73.80,10.5,2.77
2377,06/15/2015,5071,DURANT,52747,16.0,Cedar,1081400.0,TRIPLE SEC,434,86251,Juarez Triple Sec,1000,$2.42,$3.63,2,$7.26,2.0,0.53
46086,04/23/2015,2567,DAVENPORT,52806,82.0,Scott,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45275,Paramount White Rum Traveler,750,$4.00,$6.00,12,$72.00,9.0,2.38
30200,06/26/2015,2512,IOWA CITY,52240,52.0,Johnson,1081330.0,PEACH SCHNAPPS,65,82847,Dekuyper Peachtree,1000,$7.62,$11.43,12,$137.16,12.0,3.17
123912,04/30/2015,2806,CLINTON,52732,23.0,Clinton,1031080.0,VODKA 80 PROOF,297,35918,Five O'clock Vodka,1750,$7.20,$10.80,6,$64.80,10.5,2.77
19313,04/06/2015,5018,DAVENPORT,52802,82.0,Scott,1081600.0,WHISKEY LIQUEUR,421,64858,Fireball Cinnamon Whiskey Mini Dispenser,3000,$29.72,$44.58,1,$44.58,3.0,0.79
119776,02/12/2015,5102,MOUNT VERNON,52314,57.0,Linn,1081380.0,MISCELLANEOUS SCHNAPPS,65,73517,Dekuyper Cactus Juice,1000,$7.62,$11.43,12,$137.16,12.0,3.17
20223,08/13/2015,4194,NEWTON,50208,50.0,Jasper,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45278,Paramount White Rum,1750,$7.84,$11.76,36,$423.36,63.0,16.64
203191,02/17/2015,2518,RED OAK,51566,69.0,Montgomery,1031200.0,VODKA FLAVORED,380,41783,Uv Blue Raspberry Vodka Mini,500,$4.89,$7.34,1,$7.34,0.5,0.13
